car_name,brand,model,km_driven,seller_type,fuel_type,transmission_type,seats,selling_price,vehicle_age,mileage,seller_d,Transmission_Auto,Fuel_Petrol,Fuel_electric,Fuel_Diesel,Fuel_CNG,Fuel_LPG,engine,max_power,,,
Maruti Baleno,Maruti,Baleno,9500,Dealer,Petrol,Manual,5,585000,2,21.01,1,0,1,0,0,0,0,1197,81.8,,,
Maruti Ciaz,Maruti,Ciaz,69000,Dealer,Diesel,Manual,5,650000,5,28.09,1,0,0,0,1,0,0,1248,88.5,,,
Mercedes-AMG C,Mercedes-AMG,C,24000,Dealer,Petrol,Automatic,5,5100000,4,11.9,1,1,1,0,0,0,0,2996,362.07,,,
BMW 3,BMW,3,60000,Individual,Diesel,Automatic,4,950000,9,16.07,0,1,0,0,1,0,0,1995,181,,,
Porsche Cayenne,Porsche,Cayenne,24000,Dealer,Petrol,Automatic,5,11100000,4,12.5,1,1,1,0,0,0,0,3604,440,,,
Tata Nexon,Tata,Nexon,25000,Dealer,Petrol,Automatic,5,910000,3,17,1,1,1,0,0,0,0,1198,108.5,,,
Maruti Ciaz,Maruti,Ciaz,28297,Dealer,Diesel,Manual,5,775000,4,28.09,1,0,0,0,1,0,0,1248,88.5,,,
Hyundai i20,Hyundai,i20,57000,Dealer,Petrol,Manual,5,259000,10,17,1,0,1,0,0,0,0,1197,80,,,
Toyota Innova,Toyota,Innova,22000,Dealer,Diesel,Automatic,7,1885000,2,11.36,1,1,0,0,1,0,0,2755,171.5,,,
Audi A4,Audi,A4,50000,Dealer,Diesel,Automatic,5,1450000,7,17.11,1,1,0,0,1,0,0,1968,174.33,,,
Honda City,Honda,City,75000,Dealer,Petrol,Manual,5,400000,9,17.4,1,0,1,0,0,0,0,1497,117.3,,,
Hyundai Grand,Hyundai,Grand,44004,Dealer,Petrol,Manual,5,400000,6,18.9,1,0,1,0,0,0,0,1197,82,,,
Maruti Ciaz,Maruti,Ciaz,39085,Dealer,Diesel,Manual,5,525000,6,28.09,1,0,0,0,1,0,0,1248,88.5,,,
Toyota Fortuner,Toyota,Fortuner,185000,Dealer,Diesel,Manual,7,875000,10,11.5,1,0,0,0,1,0,0,2982,171,,,
Volkswagen Vento,Volkswagen,Vento,71000,Dealer,Petrol,Manual,5,365000,8,15.04,1,0,1,0,0,0,0,1598,103.6,,,
Hyundai i10,Hyundai,i10,66000,Dealer,Petrol,Manual,5,210000,10,20.36,1,0,1,0,0,0,0,1197,78.9,,,
Maruti Swift,Maruti,Swift,60000,Individual,Diesel,Manual,5,390000,6,25.2,0,0,0,0,1,0,0,1248,74,,,
Maruti Swift Dzire,Maruti,Swift Dzire,66251,Dealer,Petrol,Manual,5,430000,7,19.1,1,0,1,0,0,0,0,1197,85.8,,,
Toyota Innova,Toyota,Innova,26000,Dealer,Diesel,Manual,7,1800000,2,13.68,1,0,0,0,1,0,0,2393,147.8,,,
Kia Seltos,Kia,Seltos,4500,Dealer,Petrol,Manual,5,1725000,2,16.1,1,0,1,0,0,0,0,1353,138,,,
Honda Civic,Honda,Civic,78000,Dealer,Petrol,Automatic,5,265000,12,12.9,1,1,1,0,0,0,0,1799,130,,,
Maruti Alto,Maruti,Alto,27648,Trustmark Dealer,CNG,Manual,4,325000,5,32.26,0,0,0,0,0,1,0,998,58.3,,,
Toyota Innova,Toyota,Innova,58000,Dealer,Diesel,Automatic,7,1775000,5,11.36,1,1,0,0,1,0,0,2755,171.5,,,
Honda WR-V,Honda,WR-V,13420,Dealer,Petrol,Manual,5,785000,4,17.5,1,0,1,0,0,0,0,1199,88.7,,,
Toyota Innova,Toyota,Innova,45000,Dealer,Diesel,Automatic,7,1995000,3,11.36,1,1,0,0,1,0,0,2755,171.5,,,
Mahindra Scorpio,Mahindra,Scorpio,57645,Dealer,Diesel,Manual,7,1250000,3,16.36,1,0,0,0,1,0,0,2179,120,,,
Hyundai i20,Hyundai,i20,64000,Dealer,Diesel,Manual,5,425000,7,22.54,1,0,0,0,1,0,0,1396,88.73,,,
Tata Harrier,Tata,Harrier,18000,Dealer,Diesel,Manual,5,1595000,2,17,1,0,0,0,1,0,0,1956,138.1,,,
Honda Jazz,Honda,Jazz,32700,Dealer,Petrol,Manual,5,491000,5,18.7,1,0,1,0,0,0,0,1199,88.7,,,
Hyundai Verna,Hyundai,Verna,83000,Dealer,Diesel,Automatic,5,470000,8,19.08,1,1,0,0,1,0,0,1582,126.32,,,
Volkswagen Polo,Volkswagen,Polo,69000,Dealer,Petrol,Manual,5,440000,8,16.47,1,0,1,0,0,0,0,1198,73.9,,,
Honda Amaze,Honda,Amaze,38872,Dealer,Petrol,Manual,5,365000,8,18.6,1,0,1,0,0,0,0,1199,88.76,,,
Toyota Camry,Toyota,Camry,86012,Dealer,Petrol,Automatic,5,1800000,5,19.16,1,1,1,0,0,0,0,2494,157.7,,,
Hyundai i20,Hyundai,i20,52000,Dealer,Petrol,Manual,5,470000,6,18.6,1,0,1,0,0,0,0,1197,81.83,,,
Maruti Alto,Maruti,Alto,62000,Dealer,Petrol,Manual,5,160000,11,19.7,1,0,1,0,0,0,0,796,46.3,,,
Hyundai Santro,Hyundai,Santro,66500,Individual,Petrol,Manual,5,135000,12,17.92,0,0,1,0,0,0,0,1086,62.1,,,
Maruti Swift Dzire,Maruti,Swift Dzire,44000,Individual,Petrol,Manual,5,450000,6,19.1,0,0,1,0,0,0,0,1197,85.8,,,
Hyundai i20,Hyundai,i20,30000,Individual,Diesel,Manual,5,731000,3,22.54,0,0,0,0,1,0,0,1396,88.73,,,
Maruti Swift Dzire,Maruti,Swift Dzire,77755,Dealer,Diesel,Manual,5,375000,8,23.4,1,0,0,0,1,0,0,1248,74,,,
Hyundai i20,Hyundai,i20,55000,Dealer,Petrol,Manual,5,490000,5,18.6,1,0,1,0,0,0,0,1197,81.83,,,
Maruti Vitara,Maruti,Vitara,11000,Dealer,Diesel,Manual,5,945000,2,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Honda City,Honda,City,96434,Dealer,Diesel,Manual,5,450000,7,26,1,0,0,0,1,0,0,1498,98.6,,,
BMW X4,BMW,X4,9500,Dealer,Diesel,Automatic,5,4950000,2,16.78,1,1,0,0,1,0,0,1995,190,,,
Honda Civic,Honda,Civic,100000,Individual,Petrol,Automatic,5,275000,11,12.9,0,1,1,0,0,0,0,1799,130,,,
Honda Amaze,Honda,Amaze,33456,Dealer,Petrol,Automatic,5,425000,8,15.5,1,1,1,0,0,0,0,1198,86.7,,,
Ford Ecosport,Ford,Ecosport,35225,Dealer,Petrol,Manual,5,480000,8,18.88,1,0,1,0,0,0,0,999,123.37,,,
Skoda Rapid,Skoda,Rapid,54000,Dealer,Diesel,Automatic,5,625000,6,21.66,1,1,0,0,1,0,0,1498,103.52,,,
Hyundai i20,Hyundai,i20,42000,Dealer,Petrol,Manual,5,545000,4,18.6,1,0,1,0,0,0,0,1197,81.83,,,
Tata Tiago,Tata,Tiago,28000,Individual,Petrol,Automatic,5,475000,3,23.84,0,1,1,0,0,0,0,1199,83.83,,,
Maruti Wagon R,Maruti,Wagon R,63000,Dealer,CNG,Manual,5,250000,8,26.6,1,0,0,0,0,1,0,998,58.16,,,
Hyundai Grand,Hyundai,Grand,35000,Individual,CNG,Manual,5,430000,4,18.9,0,0,0,0,0,1,0,1197,81.86,,,
Hyundai Creta,Hyundai,Creta,40000,Dealer,Diesel,Manual,5,1075000,3,21.4,1,0,0,0,1,0,0,1493,113.42,,,
Hyundai Creta,Hyundai,Creta,45000,Dealer,Petrol,Manual,5,875000,6,15.29,1,0,1,0,0,0,0,1591,121.3,,,
Maruti Celerio,Maruti,Celerio,69000,Dealer,CNG,Manual,5,375000,5,31.79,1,0,0,0,0,1,0,998,58.2,,,
Maruti Celerio,Maruti,Celerio,35000,Dealer,Petrol,Automatic,5,480000,2,23.1,1,1,1,0,0,0,0,998,67.04,,,
Ford Aspire,Ford,Aspire,22597,Dealer,Petrol,Automatic,5,675000,4,16.3,1,1,1,0,0,0,0,1497,121,,,
Hyundai Grand,Hyundai,Grand,70000,Dealer,Diesel,Manual,5,310000,8,24,1,0,0,0,1,0,0,1186,73.97,,,
BMW 3,BMW,3,32000,Dealer,Diesel,Automatic,4,900000,10,16.07,1,1,0,0,1,0,0,1995,181,,,
Renault KWID,Renault,KWID,13931,Dealer,Petrol,Manual,5,345000,2,20.71,1,0,1,0,0,0,0,799,53.26,,,
Honda City,Honda,City,40000,Dealer,Petrol,Manual,5,690000,5,17.8,1,0,1,0,0,0,0,1497,117.3,,,
Hyundai Santro,Hyundai,Santro,79000,Dealer,Petrol,Manual,5,125000,13,17.92,1,0,1,0,0,0,0,1086,62.1,,,
Hyundai i20,Hyundai,i20,33794,Dealer,Petrol,Manual,5,525000,6,18.6,1,0,1,0,0,0,0,1197,81.83,,,
Hyundai Verna,Hyundai,Verna,51000,Dealer,Petrol,Manual,5,690000,8,17.1,1,0,1,0,0,0,0,1591,121.3,,,
Datsun RediGO,Datsun,RediGO,36000,Dealer,Petrol,Manual,5,235000,5,22.7,1,0,1,0,0,0,0,799,53.64,,,
Hyundai Verna,Hyundai,Verna,55000,Dealer,Petrol,Manual,5,235000,12,13.9,1,0,1,0,0,0,0,1599,103.2,,,
Audi A4,Audi,A4,48000,Dealer,Diesel,Automatic,5,1175000,8,16.55,1,1,0,0,1,0,0,1968,147.51,,,
Maruti Baleno,Maruti,Baleno,35833,Dealer,Petrol,Manual,5,565000,3,21.4,1,0,1,0,0,0,0,1197,83.1,,,
Maruti Swift,Maruti,Swift,105000,Individual,Diesel,Manual,5,320000,8,22.9,0,0,0,0,1,0,0,1248,74,,,
Renault Duster,Renault,Duster,65000,Dealer,Diesel,Manual,5,375000,8,19.01,1,0,0,0,1,0,0,1461,108.45,,,
Mahindra XUV500,Mahindra,XUV500,69300,Dealer,Diesel,Manual,7,575000,8,16,1,0,0,0,1,0,0,2179,140,,,
Mahindra Scorpio,Mahindra,Scorpio,35000,Dealer,Diesel,Manual,7,1290000,4,15.4,1,0,0,0,1,0,0,1997,120,,,
Maruti Alto,Maruti,Alto,28239,Trustmark Dealer,CNG,Manual,4,315000,4,33.44,0,0,0,0,0,1,0,796,40.3,,,
Hyundai Creta,Hyundai,Creta,33000,Dealer,Diesel,Manual,5,1070000,4,19.67,1,0,0,0,1,0,0,1582,126.2,,,
Hyundai i20,Hyundai,i20,32000,Dealer,Petrol,Manual,5,600000,4,18.6,1,0,1,0,0,0,0,1197,81.83,,,
Maruti Wagon R,Maruti,Wagon R,74000,Individual,Petrol,Manual,5,74000,16,17.3,0,0,1,0,0,0,0,1061,64,,,
Toyota Innova,Toyota,Innova,50000,Dealer,Diesel,Manual,7,1375000,5,13.68,1,0,0,0,1,0,0,2393,147.51,,,
Toyota Innova,Toyota,Innova,50000,Dealer,Diesel,Manual,7,840000,8,12.99,1,0,0,0,1,0,0,2494,100.6,,,
Hyundai i10,Hyundai,i10,55000,Dealer,Petrol,Manual,5,360000,7,20.36,1,0,1,0,0,0,0,1197,78.9,,,
Hyundai i20,Hyundai,i20,80000,Individual,Diesel,Manual,5,300000,7,21.9,0,0,0,0,1,0,0,1396,88.8,,,
Ford Figo,Ford,Figo,50000,Dealer,Petrol,Manual,5,199000,10,15.6,1,0,1,0,0,0,0,1196,70,,,
Maruti Swift,Maruti,Swift,36000,Dealer,Petrol,Manual,5,421000,5,20.4,1,0,1,0,0,0,0,1197,81.8,,,
Toyota Fortuner,Toyota,Fortuner,140000,Dealer,Diesel,Automatic,7,1160000,9,12.55,1,1,0,0,1,0,0,2982,168.7,,,
Hyundai i20,Hyundai,i20,47000,Dealer,Petrol,Manual,5,235000,11,17,1,0,1,0,0,0,0,1197,80,,,
Maruti Ignis,Maruti,Ignis,30000,Dealer,Petrol,Manual,5,570000,3,20.89,1,0,1,0,0,0,0,1197,81.8,,,
BMW X1,BMW,X1,25000,Dealer,Diesel,Automatic,5,2500000,3,20.68,1,1,0,0,1,0,0,1995,190,,,
Audi A6,Audi,A6,20010,Dealer,Diesel,Automatic,5,2800000,5,18.53,1,1,0,0,1,0,0,1968,187.74,,,
Maruti Alto,Maruti,Alto,15000,Individual,Petrol,Manual,5,189000,8,22.74,0,0,1,0,0,0,0,796,47.3,,,
Honda Amaze,Honda,Amaze,9800,Dealer,Petrol,Automatic,5,750000,2,18.3,1,1,1,0,0,0,0,1199,88.76,,,
Mahindra XUV500,Mahindra,XUV500,22360,Dealer,Diesel,Automatic,7,1475000,2,15.1,1,1,0,0,1,0,0,2179,152.87,,,
Maruti Wagon R,Maruti,Wagon R,37499,Trustmark Dealer,Petrol,Manual,5,350000,6,21.79,0,0,1,0,0,0,0,998,67.05,,,
BMW 6,BMW,6,65000,Dealer,Petrol,Automatic,4,1500000,12,7.94,1,1,1,0,0,0,0,4395,450,,,
Hyundai Verna,Hyundai,Verna,30917,Dealer,Diesel,Manual,5,465000,9,22.32,1,0,0,0,1,0,0,1582,126.3,,,
Mahindra XUV500,Mahindra,XUV500,91000,Dealer,Diesel,Manual,7,550000,8,16,1,0,0,0,1,0,0,2179,140,,,
Maruti Vitara,Maruti,Vitara,50000,Individual,Diesel,Manual,5,700000,5,24.3,0,0,0,0,1,0,0,1248,88.5,,,
Toyota Innova,Toyota,Innova,80133,Dealer,Diesel,Manual,8,650000,8,12.99,1,0,0,0,1,0,0,2494,100.6,,,
Maruti Alto,Maruti,Alto,50000,Individual,Petrol,Manual,5,298000,4,23.95,0,0,1,0,0,0,0,998,67.05,,,
Maruti Swift,Maruti,Swift,75000,Dealer,Petrol,Manual,5,240000,11,16.1,1,0,1,0,0,0,0,1197,85,,,
Toyota Fortuner,Toyota,Fortuner,51000,Dealer,Diesel,Automatic,7,1265000,9,12.55,1,1,0,0,1,0,0,2982,168.5,,,
Hyundai Grand,Hyundai,Grand,55000,Dealer,Diesel,Manual,5,325000,7,24,1,0,0,0,1,0,0,1120,70,,,
Skoda Octavia,Skoda,Octavia,3700,Dealer,Petrol,Automatic,5,2200000,4,15.1,1,1,1,0,0,0,0,1798,178,,,
Audi A4,Audi,A4,45500,Individual,Diesel,Automatic,5,2800000,4,18.25,0,1,0,0,1,0,0,1968,187.74,,,
Hyundai i10,Hyundai,i10,59654,Dealer,Petrol,Manual,5,268000,8,19.81,1,0,1,0,0,0,0,1086,68.05,,,
Maruti Wagon R,Maruti,Wagon R,49000,Dealer,Petrol,Manual,5,231000,9,20.51,1,0,1,0,0,0,0,998,67.04,,,
Maruti Vitara,Maruti,Vitara,42000,Dealer,Diesel,Manual,5,765000,3,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Honda City,Honda,City,72000,Individual,Petrol,Manual,5,320000,10,17,0,0,1,0,0,0,0,1497,118,,,
Maruti Wagon R,Maruti,Wagon R,65000,Dealer,Petrol,Manual,5,230000,9,21.79,1,0,1,0,0,0,0,998,67.05,,,
Toyota Innova,Toyota,Innova,65000,Dealer,Diesel,Automatic,7,1550000,4,11.36,1,1,0,0,1,0,0,2755,171.5,,,
Mahindra Marazzo,Mahindra,Marazzo,70000,Dealer,Diesel,Manual,7,600000,2,17.3,1,0,0,0,1,0,0,1497,121,,,
Maruti Ertiga,Maruti,Ertiga,50000,Dealer,Petrol,Manual,7,750000,4,19.34,1,0,1,0,0,0,0,1462,103,,,
Hyundai Verna,Hyundai,Verna,25000,Dealer,Diesel,Manual,5,725000,5,23.9,1,0,0,0,1,0,0,1582,126.2,,,
Hyundai Venue,Hyundai,Venue,12000,Dealer,Petrol,Manual,5,1050000,2,18,1,0,1,0,0,0,0,998,118.35,,,
Ford Endeavour,Ford,Endeavour,48000,Dealer,Diesel,Automatic,7,2899000,3,10.91,1,1,0,0,1,0,0,3198,197,,,
Hyundai Elantra,Hyundai,Elantra,66612,Dealer,Petrol,Automatic,5,690000,8,14.5,1,1,1,0,0,0,0,1797,147.5,,,
Maruti Baleno,Maruti,Baleno,33000,Individual,Petrol,Manual,5,470000,5,21.4,0,0,1,0,0,0,0,1197,83.1,,,
Hyundai Elantra,Hyundai,Elantra,67000,Dealer,Petrol,Manual,5,554000,8,16.3,1,0,1,0,0,0,0,1797,147.5,,,
Maruti Vitara,Maruti,Vitara,10000,Dealer,Diesel,Manual,5,825000,3,24.3,1,0,0,0,1,0,0,1248,88.5,,,
Hyundai i20,Hyundai,i20,55000,Dealer,Petrol,Manual,5,324000,9,17,1,0,1,0,0,0,0,1197,80,,,
Skoda Rapid,Skoda,Rapid,48000,Dealer,Petrol,Manual,5,590000,4,15,1,0,1,0,0,0,0,1598,103.52,,,
Honda Amaze,Honda,Amaze,52306,Dealer,Petrol,Manual,5,465000,5,17.8,1,0,1,0,0,0,0,1198,86.7,,,
Mahindra Thar,Mahindra,Thar,49000,Dealer,Diesel,Manual,6,590000,7,16.55,1,0,0,0,1,0,0,2498,105,,,
Maruti Swift Dzire,Maruti,Swift Dzire,19843,Dealer,Petrol,Automatic,5,620000,4,22,1,1,1,0,0,0,0,1197,81.8,,,
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,51000,Individual,Petrol,Automatic,5,1350000,12,10.13,0,1,1,0,0,0,0,3498,364.9,,,
BMW 5,BMW,5,34000,Dealer,Diesel,Automatic,5,3700000,3,22.48,1,1,0,0,1,0,0,1995,187.74,,,
Maruti Wagon R,Maruti,Wagon R,33955,Trustmark Dealer,CNG,Manual,5,425000,3,33.54,0,0,0,0,0,1,0,998,67.04,,,
BMW 5,BMW,5,18000,Dealer,Diesel,Automatic,5,4500000,2,22.48,1,1,0,0,1,0,0,1995,187.74,,,
Honda Amaze,Honda,Amaze,58000,Dealer,Diesel,Manual,5,350000,7,25.8,1,0,0,0,1,0,0,1498,98.6,,,
Toyota Camry,Toyota,Camry,53000,Dealer,Petrol,Automatic,5,1099000,7,12.98,1,1,1,0,0,0,0,2494,178.3,,,
Mahindra XUV500,Mahindra,XUV500,18000,Dealer,Diesel,Automatic,7,1300000,3,16,1,1,0,0,1,0,0,2179,140,,,
Maruti Ciaz,Maruti,Ciaz,61000,Dealer,Diesel,Manual,5,511000,6,26.21,1,0,0,0,1,0,0,1248,88.5,,,
Honda Amaze,Honda,Amaze,48000,Dealer,Petrol,Manual,5,425000,5,18.6,1,0,1,0,0,0,0,1199,88.76,,,
Audi A6,Audi,A6,36000,Dealer,Diesel,Automatic,5,1375000,9,17.68,1,1,0,0,1,0,0,1968,174.33,,,
Honda City,Honda,City,57000,Dealer,Petrol,Automatic,5,352000,11,16.8,1,1,1,0,0,0,0,1497,118,,,
Maruti Wagon R,Maruti,Wagon R,27000,Dealer,Petrol,Automatic,5,395000,6,21.5,1,1,1,0,0,0,0,1197,81.8,,,
Hyundai Verna,Hyundai,Verna,74100,Dealer,Petrol,Automatic,5,450000,9,17.1,1,1,1,0,0,0,0,1591,121.4,,,
BMW 5,BMW,5,55000,Dealer,Diesel,Automatic,5,3600000,4,22.48,1,1,0,0,1,0,0,1995,187.74,,,
Hyundai Verna,Hyundai,Verna,19608,Dealer,Petrol,Manual,5,895000,2,17,1,0,1,0,0,0,0,1591,121.3,,,
Volkswagen Vento,Volkswagen,Vento,72600,Individual,Diesel,Manual,5,305000,8,20.54,0,0,0,0,1,0,0,1598,103.6,,,
Maruti Baleno,Maruti,Baleno,15000,Dealer,Petrol,Automatic,5,700000,3,21.4,1,1,1,0,0,0,0,1197,83.1,,,
Volkswagen Vento,Volkswagen,Vento,59484,Dealer,Petrol,Manual,5,465000,7,15.04,1,0,1,0,0,0,0,1598,103.2,,,
Maruti Swift Dzire,Maruti,Swift Dzire,57429,Dealer,Petrol,Manual,5,450000,6,19.1,1,0,1,0,0,0,0,1197,85.8,,,
Hyundai Creta,Hyundai,Creta,110000,Individual,Diesel,Manual,5,1050000,4,19.67,0,0,0,0,1,0,0,1582,126.2,,,
Hyundai Grand,Hyundai,Grand,11000,Dealer,Petrol,Manual,5,490000,2,18.9,1,0,1,0,0,0,0,1197,81.86,,,
Maruti Ertiga,Maruti,Ertiga,90000,Individual,Diesel,Manual,7,450000,8,20.77,0,0,0,0,1,0,0,1248,88.8,,,
Honda City,Honda,City,80484,Dealer,Petrol,Automatic,5,650000,6,18,1,1,1,0,0,0,0,1497,117.3,,,
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,75000,Dealer,Diesel,Automatic,5,1475000,7,14.84,1,1,0,0,1,0,0,2143,170,,,
Maruti Swift Dzire,Maruti,Swift Dzire,55000,Dealer,Petrol,Automatic,5,590000,4,21.21,1,1,1,0,0,0,0,1197,81.8,,,
Hyundai Grand,Hyundai,Grand,54540,Dealer,Petrol,Manual,5,425000,5,18.9,1,0,1,0,0,0,0,1197,82,,,
MG Hector,MG,Hector,13000,Dealer,Petrol,Automatic,5,1725000,2,13.96,1,1,1,0,0,0,0,1451,141,,,
Ford Ecosport,Ford,Ecosport,80000,Individual,Diesel,Manual,5,450000,6,22.77,0,0,0,0,1,0,0,1498,98.59,,,
Maruti Swift Dzire,Maruti,Swift Dzire,64000,Dealer,Petrol,Manual,5,450000,5,22,1,0,1,0,0,0,0,1197,81.8,,,
Ford Ecosport,Ford,Ecosport,47754,Dealer,Diesel,Manual,5,480000,8,22.7,1,0,0,0,1,0,0,1498,89.84,,,
Maruti Wagon R,Maruti,Wagon R,86461,Dealer,Petrol,Manual,5,290000,7,20.51,1,0,1,0,0,0,0,998,67.04,,,
Renault KWID,Renault,KWID,40746,Dealer,Petrol,Manual,5,300000,3,25.17,1,0,1,0,0,0,0,799,53.3,,,
Hyundai i20,Hyundai,i20,31000,Dealer,Petrol,Manual,5,650000,4,18.6,1,0,1,0,0,0,0,1197,81.83,,,
Ford Figo,Ford,Figo,44000,Dealer,Diesel,Manual,5,235000,8,20,1,0,0,0,1,0,0,1399,68.1,,,
Hyundai Venue,Hyundai,Venue,21000,Dealer,Diesel,Manual,5,900000,2,23.7,1,0,0,0,1,0,0,1493,98.6,,,
Maruti Baleno,Maruti,Baleno,23000,Dealer,Petrol,Manual,5,600000,3,21.01,1,0,1,0,0,0,0,1197,81.8,,,
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,63000,Dealer,Petrol,Automatic,5,1275000,9,11.74,1,1,1,0,0,0,0,1796,186,,,
Hyundai Venue,Hyundai,Venue,17000,Dealer,Petrol,Manual,5,875000,2,18.27,1,0,1,0,0,0,0,998,118.35,,,
Honda City,Honda,City,100000,Individual,Petrol,Manual,5,350000,9,16.8,0,0,1,0,0,0,0,1497,116.4,,,
Maruti Swift,Maruti,Swift,35759,Dealer,Petrol,Automatic,5,595000,3,22,1,1,1,0,0,0,0,1197,81.8,,,
Maruti Ignis,Maruti,Ignis,30000,Dealer,Petrol,Manual,5,465000,4,20.89,1,0,1,0,0,0,0,1197,81.8,,,
Honda City,Honda,City,50000,Dealer,Petrol,Manual,5,765000,4,17.4,1,0,1,0,0,0,0,1497,117.6,,,
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,60004,Dealer,Diesel,Automatic,5,1349000,7,19.27,1,1,0,0,1,0,0,2143,170,,,
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,83000,Dealer,Petrol,Automatic,5,1070000,10,12,1,1,1,0,0,0,0,1991,184,,,
Ford Ecosport,Ford,Ecosport,19000,Dealer,Diesel,Manual,5,950000,3,23,1,0,0,0,1,0,0,1498,98.96,,,
Mahindra KUV100,Mahindra,KUV100,30300,Dealer,Petrol,Manual,6,410000,3,18.15,1,0,1,0,0,0,0,1198,82,,,
Skoda Superb,Skoda,Superb,80260,Dealer,Petrol,Automatic,5,1675000,5,14.67,1,1,1,0,0,0,0,1798,177.46,,,
Honda WR-V,Honda,WR-V,10000,Dealer,Petrol,Manual,5,849000,3,17.5,1,0,1,0,0,0,0,1199,88.7,,,
Maruti Swift,Maruti,Swift,42000,Dealer,Diesel,Manual,5,365000,7,25.2,1,0,0,0,1,0,0,1248,74,,,
Ford Ecosport,Ford,Ecosport,62091,Dealer,Diesel,Manual,5,465000,7,22.7,1,0,0,0,1,0,0,1498,89.84,,,
Maruti Ciaz,Maruti,Ciaz,90000,Individual,Diesel,Manual,5,500000,6,26.21,0,0,0,0,1,0,0,1248,88.5,,,
Hyundai i10,Hyundai,i10,47000,Dealer,Petrol,Automatic,5,300000,9,16.95,1,1,1,0,0,0,0,1197,78.9,,,
Maruti Baleno,Maruti,Baleno,36000,Dealer,Petrol,Automatic,5,600000,4,21.4,1,1,1,0,0,0,0,1197,83.1,,,
Hyundai Creta,Hyundai,Creta,40000,Individual,Diesel,Manual,5,775000,5,21.38,0,0,0,0,1,0,0,1396,88.7,,,
Renault Duster,Renault,Duster,56000,Dealer,Diesel,Manual,5,440000,6,20.46,1,0,0,0,1,0,0,1461,83.8,,,
Honda City,Honda,City,25000,Dealer,Petrol,Automatic,5,870000,5,18,1,1,1,0,0,0,0,1497,117.3,,,
Toyota Camry,Toyota,Camry,85000,Dealer,Petrol,Automatic,5,1995000,5,19.16,1,1,1,0,0,0,0,2494,158.2,,,
Maruti Dzire VXI,Maruti,Dzire VXI,54500,Dealer,Petrol,Manual,5,452000,6,23.26,1,0,1,0,0,0,0,1197,88.5,,,
Maruti Swift,Maruti,Swift,20002,Trustmark Dealer,Petrol,Manual,5,575000,3,22,0,0,1,0,0,0,0,1197,81.8,,,
Honda Amaze,Honda,Amaze,11000,Dealer,Diesel,Automatic,5,900000,2,23.8,1,1,0,0,1,0,0,1498,78.9,,,
Maruti Alto,Maruti,Alto,13910,Dealer,Petrol,Manual,5,230000,8,20.92,1,0,1,0,0,0,0,998,67.1,,,
Maruti Wagon R,Maruti,Wagon R,79855,Dealer,Petrol,Manual,5,347000,6,20.51,1,0,1,0,0,0,0,998,67.04,,,
Kia Seltos,Kia,Seltos,9000,Dealer,Diesel,Automatic,5,1525000,1,17.8,1,1,0,0,1,0,0,1493,113.4,,,
Tata Nexon,Tata,Nexon,9000,Dealer,Petrol,Automatic,5,895000,3,17,1,1,1,0,0,0,0,1198,108.5,,,
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,15000,Dealer,Petrol,Automatic,5,6000000,3,11.5,1,1,1,0,0,0,0,2996,362,,,
Ford Ecosport,Ford,Ecosport,15800,Individual,Petrol,Manual,5,785000,4,17,0,0,1,0,0,0,0,1497,121.31,,,
Maruti Alto,Maruti,Alto,22500,Dealer,Petrol,Manual,5,120000,10,19.7,1,0,1,0,0,0,0,796,46.3,,,
Hyundai Creta,Hyundai,Creta,63000,Dealer,Diesel,Manual,5,750000,5,21.38,1,0,0,0,1,0,0,1396,88.7,,,
Maruti Alto,Maruti,Alto,20000,Individual,Petrol,Manual,5,85000,15,19.7,0,0,1,0,0,0,0,796,46.3,,,
Maruti Swift,Maruti,Swift,16000,Dealer,Petrol,Manual,5,525000,3,22,1,0,1,0,0,0,0,1197,81.8,,,
Skoda Rapid,Skoda,Rapid,32000,Individual,Diesel,Manual,5,450000,6,21.14,0,0,0,0,1,0,0,1498,103.52,,,
Maruti Ciaz,Maruti,Ciaz,64000,Dealer,Diesel,Manual,5,710000,4,28.09,1,0,0,0,1,0,0,1248,88.5,,,
Honda Amaze,Honda,Amaze,40000,Dealer,Petrol,Manual,5,425000,6,18,1,0,1,0,0,0,0,1198,86.7,,,
Kia Seltos,Kia,Seltos,8000,Dealer,Diesel,Manual,5,1450000,1,20.8,1,0,0,0,1,0,0,1493,113.4,,,
Maruti Swift,Maruti,Swift,58000,Dealer,Diesel,Manual,5,360000,8,22.9,1,0,0,0,1,0,0,1248,74,,,
Maruti Swift Dzire,Maruti,Swift Dzire,38000,Dealer,Petrol,Manual,5,435000,7,17.5,1,0,1,0,0,0,0,1298,85.8,,,
Maruti Swift,Maruti,Swift,50168,Dealer,Diesel,Manual,5,450000,6,25.2,1,0,0,0,1,0,0,1248,74,,,
